abbr	len	ambiguous	raw	marked	unmarked	ctx1	ctx2	ctx3
Cultus.	7		1	0	1	sein, arbeiten%}; insbes. von der Thätigkeit beim Cultus. <ls>ṚV. 6,1,9.</ls> {#I\je ya\jYeBi^H SaSa\me Sam		
Dat.	4		1	0	1	r folgende Casus erhalten: Sg. Instr. {#akzRA/#}, Dat. {#akzRe/#}, Abl. Gen. {#akzRa/s#}, Loc. {#akza/Ri		
Derivv.	7		1	0	1	s.: {#jvaryeta pratatam#} <ls>SUŚR. 2,84,13.</ls> Derivv. von {#jvar#} mit Vocalisirung des {#va#} <ls>P. 6		
Ders.	5		1	0	1	,10,2.</ls> <ls>ŚAṂK.</ls> : = {#vidrAvayanti#} . Ders. <ls>Sch.</ls> erklärt {#vicCAyayati (vicCApayati)		
Dioscor.	8		1	0	1	off%}, vielleicht <lang n="greek">ὄνυξ</lang> des Dioscor., {%unguis odoratus%}; <lex>n.</lex> <ls>AK. 2,4,4		
Dist.	5		1	0	1	Eklipse <ls n="VARĀH. BṚH. S.">3,6</ls>; in einem Dist. aus <ls>PARĀŚARA</ls> heisst er {#mahAgraha#} . N		
Eigenn.	7		1	0	1	 Sohn einer Mutter%} (wohl mit Anspielung auf den Eigenn. <is>Arjuna</is>) <ls>H. an. 3,353.</ls> <ls>MED. 		
Einsch.	7		1	0	1	 2) Bein. <is>Kuvera's</is> <ls>HARIV. 6004.</ls> Einsch. nach <ls>MEGH. 113.</ls> <ls>VARĀH. BṚH. S. 42 (4		
Emend.	6		1	0	1	> {#(ApaH) viprA^ gamBI\rave^pasaH#} [Page2-0666] Emend. zu <ls>AV. 19,2,3.</ls> {#fza^yaH#} <ls>ṚV. 10,62		
Epith.	6		1	0	1	ama<k2>f/cIzama {#f/cIzama#}¦ <lex>adj.</lex> ein Epith. <is>Indra's</is>, das von den Commentatt. auf {#f		
Erg.	4		1	0	1	kzavihitA#}¦ ({#dakza + vi˚#}) <lex>f.</lex> (mit Erg. von {#gATA#}) {%der durch%} <is>Dakṣa</is> {%fest		
Erklärr.	8		1	0	1	en%} oder {%Pressen des%} <is>Soma</is>. Nach den Erklärr. zu den <ls>BRĀHMAṆA</ls> sollen deren {%fünf%} im		
Euphem.	7		1	0	1	R.</ls> in <ls>Verz. d. Oxf. H. 28,b, Śl. 5.</ls> Euphem. von der {%Ruthe des Mannes%} (nach dem Comm.): {#		
Folg.	5		1	0	1	#ana/yA#} <ls n="ṚV.">9,65,27.</ls>; vgl. auch im Folg.): {#a\yA kf\pA na jU^ryati#} <ls n="ṚV.">1,128,2.		
Gegenss.	8		1	0	1	rAdi#} . adv. praep. <div n="2"> a) {%herwärts%} (Gegenss. {#parAk, paras, parastAt#}): {#ye nArvANna pa\raS		
Gegenst.	8		1	0	1	CAV. BR. 9,9.</ls> Mit instr. des {%ausgehenden%} Gegenst.: {#pa\SuBi\rupa^ dasyati#} <ls>AV. 12,4,2.</ls> {		
Geschl.	7		1	0	1	ls>VOP. 7,19.</ls> <ls>ŚAT. BR. 6,6,4,3</ls> (das Geschl. nicht zu bestimmen). — <is>gaṇa</is> {#saMkalAdi#		
Grammat.	8		1	0	1	2) {%zertheilen%} <ls>SUŚR. 1,101,13.</ls> in der Grammat. {%absetzen, abtheilen%} (Wörter oder Worttheile):		
Hamb. Hdschrr.	14		1	0	1	hl so zu lesen st. {#ulliKayizyAmi; ˚liKAmi#} die Hamb. Hdschrr.) {%picken auf%} <ls>PAÑCAT. 146,13.</ls> {#eza Go		
Hdchr.	6		1	0	1	 PR.</ls> {#SArNgozWA#} <ls>ŚKDR.</ls> nach einer Hdchr. des <ls>RĀJAN.</ls> <div n="1">— 2) {%eine Art Ko		
Hdsichr.	8		1	0	1	%Gewalt anthun%} <ls>ŚĀK. 83,7</ls> ist mit einer Hdsichr. (s. bei <ls>MONIER WILLIAMS</ls>) {#parAmarzwum#}		
Hypokor.	8		1	0	1	7<k1>BAnula<k2>BAnula/ {#BAnula/#}¦ <lex>m.</lex> Hypokor. von {#BAnudatta#} <ls>P. 5,3,83</ls>, <is>Vārtt</		
Hypokorr.	9		1	0	1	¦ <lex>m.</lex> und {#bfhaspatila#} <lex>m.</lex> Hypokorr. von {#bfhaspatidatta#} <ls>P. 5,3,83</ls>, <is>Vā		
Identif.	8		1	0	1	iladrAkzA#} <ls>RĀJAN.</ls> im <ls>ŚKDR.</ls> Die Identif. mit {#ativizA#} im <ls>ŚKDR.</ls>, angeblich nach		
Imacc.	6		1	0	1	ls>BENF. Chr. 189,13.</ls> <ls>AK. 2,6,1,41.</ls> Imacc. wird die Form {#jara/sam#} gebraucht: {#yatrA^ na		
Imperf.	7		1	0	1	Personalendungen der augmentirten Verbalformen%} (Imperf. Aor. Condit.) <ls>KĀTANTRA 3,1,14.</ls> <LEND>  <		
Impl.	5		1	0	1	 13,">7663.</ls> = {#sPowAyana#} <ls>H. 853.</ls> Impl. {%die Angehörigen%} oder {%Abkömmlinge des%} <is>		
Incomp.	7		1	0	1	saha dIpArcirupEti medinIm#} <ls>RAGH. 8,38.</ls> Incomp. mit der Pflanze, aus der das {%Oel%} gewonnen wir		
Indecll.	8		1	0	1	s>KĀṬH. 20,6. 25,2.</ls> {#prabAhukam#} unter den Indecll. im <is>gaṇa</is> {#svarAdi#} zu <ls>P. 1,1,37.</l		
Inf.	4		1	0	1	} <ls>HIT. 6,9.</ls> {%nicht im Stande%}, mit dem Inf.: {#palAyitumakzamaH#} <ls n="HIT.">12,3.</ls> <ls		
Infin.	6		1	0	1	="ṚV.">10,76,6.</ls> <ls n="ṚV. 10,">86,1.</ls> — Infin. s. u. 1. {#su#} . <LEND>  <L>112773<pc>7-1200<k1>		
Inhaltsv.	9		1	0	1	a#}¦ ({#a˚ + pA˚#}) <lex>m.</lex> {%Stallknecht%} Inhaltsv. zu <ls>TRIK. 2,8,47.</ls> <lex>f.</lex> {#˚lI#} <		
Inschrr.	8		1	0	1	ĀG. P. 8,24,44.</ls> <ls>RĀJA-TAR. 1,144.</ls> in Inschrr. in <ls>Journ. of the Am. Or. S. 6,539,2</ls> (vgl		
Interpol.	9		1	0	1	"> a) {%der Planet Saturn (der langsam Gehende%}) Interpol. im <ls>AK.</ls> <ls>Verz. d. Oxf. H. 184,b,9.</ls		
Interpr.	8		1	0	1	BR. 11,6,1,6.</ls> <ls>VS. 16,19.</ls> Nach einer Interpr. [Page2-0477] von <ls>DHĀTUP. 33,54</ls> : {%ununt		
Lexicc.	7		1	0	1	> <div n="2"> a) in der nachved. Sprache nach den Lexicc.: {%Schwester%} u. {%tugendhafte Frau%} <ls>AK. 3,		
Lexx.	5		1	0	1	<div n="1">— 3) = {#pattrasundara#} (fehlt in den Lexx.) <ls>H. an.</ls> <ls>MED.</ls> <LEND>  <L>29559<p		
Litt.	5		1	0	1	ls> {#eza vA anfRo yaH putrI#} Citat aus der ved. Litt. bei <ls>MALLIN.</ls> zu <ls>RAGH. 3,20.</ls> <ls>		
Mannsn.	7		1	0	1	 <ls>P. 4,3,34.</ls> ein bei den Buddh. beliebter Mannsn. <ls>BURN. Intr. I,377, N. 4.</ls> <LEND>  <L>2964		
Medic.	6		1	0	1	mAnavarjitam ..#} <ls n="R.">3,44,11.</ls> in der Medic. {%Anfall%}, namentl. von übernatürlichen Krankhei		
Mspt.	5		1	0	1	lenk%} <ls>SUŚR. 1,352,12</ls> (fehlt im Berliner Mspt.). <ls>ŚĀK. 61.</ls> <ls>ŚĀK. 61.</ls> <ls>ŚĀK. CH		
N. abstr.	9		1	0	1	Geschlecht ausdrückt%} <ab>d. i.</ab> {%bei einem N. abstr. fem. gen.%} <ls>P. 8,1,12</ls>, <is>Vārtt</is>. 8		
N. appell.	10		1	0	1	 pr. eines <is>Nāga</is>, aber wohl auch hier nur N. appell., welches mit {#elApattra#} oder {#karkowa#} zu ve		
Nachk.	6		1	0	1	 vIti#}) <lex>m.</lex> N. pr. eines <is>Ṛṣi</is>, Nachk. des <is>Śakti</is> <ls>ṚV. 5,29,11.</ls> <ls>AIT.		
Nachtr.	7		1	0	1	 3286.</ls> <ls>Spr.</ls> {#ekaH sa eva#} im 2ten Nachtr. {%(zu füllen —, zu ernähren haben%} oder schlecht		
Nebenf.	7		1	0	1	580<pc>1-0718<k1>ASira<k2>ASira<h>1 1. {#ASira#}¦ Nebenf. des vorigen W., öfters bei Commentt. z. B. <ls>SĀ		
Nomina ag.	10		1	0	1	 {#aSuci/#}; dieselbe doppelte Betonung haben die Nomina ag. auf {#tar#} mit dem Accent auf der ersten Silbe, 		
Nov.	4		1	0	1	 Herbstmonats ({%Nahrung —, Stärkung gebend), des Nov. — Dec.%} ({#kArttika#}) <ls>P. 4,4,128</ls>, <is>		
Obj.	4		1	0	1	lex>n.</lex> {%das Betrügen%}, compon. mit seinem Obj.: {#parAtisaMDAnam#} <ls>ŚĀK. 121.</ls> Schlechte 		
Ort.	4		1	0	1	einer Oertlichkeit an der <is>Sarasvatī</is>. der Ort. von wo dieser Fluss den <is>Vasiṣṭha</is> {%wegfü		
Ortsadvv.	9		1	0	1	">9,70,3.</ls> <div n="p">— {#api#} mit loc. oder Ortsadvv. <div n="1"> 1) {%in Etwas sein, nahe zusammengehö		
Par. Mpt	8		1	0	1	 sa\Mvit#} nach <ls>VĀLAKH. 8.</ls> eingeschoben (Par. Mpt). {#dfptabAlAkirhAnUcAno#} (<ls>ŚAṂK.</ls>: {#anu		
Parenth.	8		1	0	1	yezu vidyEva dravyamAhuranuttamam#} ({#AhuH#} als Parenth. eingeschoben) <ls>HIT. Pr. 4.</ls> mit dem dat. d		
Phil.	5		1	0	1	{#yamana#} <ls>H. an.</ls> <div n="1">— 4) in der Phil. {%Selbstbezwingung, das Verbot der Beschädigung A		
Pron.	5		1	0	1	674<k1>sama<k2>sama<h>1 1. {#sama#}¦ enklitisches Pron. <ls>ŚĀNT. 4,10.</ls> {#samasmE, ˚smAt, ˚smin, sam		
Pronomm.	8		1	0	1	 1,1,1,17.</ls> Das Rel. in Verbindung mit andern Pronomm.: {#yasya^ te#} <ls>ṚV. 7,3,4.</ls> {#yaM tvA^#} <		
Pros.	5		1	0	1	llen%}) <ls>GĪT. 1,6.</ls> <div n="2">— c) in der Pros. {%von Natur oder positione lang%} <ls>ṚV. PRĀT. 1		
Rechtsspr.	10		1	0	1	ls> <ls>KUMĀRAS. 4,5.</ls> <div n="2">— f) in der Rechtsspr. {%Instrument, Document, Urkunde%}: {#karaRena viB		
Reduplicat.	11		1	0	1	s> Im <is>Veda</is> auch {#ka#} st. {#ca#} in der Reduplicat. Silbe <ls>P. 7,4,64.</ls> {#karIkfzyate yajYakuRa		
Rell.	5		1	0	1	,40.</ls> <ls>BHĀG. P. 1,5,38.</ls> Zwei und mehr Rell. in demselben Satze: {#yasminnahani yadahaH pradiS		
Schreib.	8		1	0	1	-0930<k1>udBija<k2>udBija {#udBija#}¦ nachlässige Schreib. für {#udBijja#} bei <ls>RAMĀN.</ls> zu <ls>AK. 3,		
Subj.	5		1	0	1	.</ls> {#yAvattayottasTe#} (impers. {#tayA#} log. Subj. = {#suruNgayA#}) {#dEvAtsvAdvAsaveSmanaH#} (der a		
Subst.	6		1	0	1	ṚV.">9,9,2.</ls> Am Anfange eines Comp. vor einem Subst. {%fort, weg%} <ls>P. 2,2,18</ls>, <is>Vārtt</is>.		
Superl.	7		1	0	1	m <ls>ŚKDR.</ls> <div n="v">— Vgl. {#akanizWa#} . Superl. zum compar. {#kanIyaMs#} und desselben Ursprungs 		
Trigl.	6		1	0	1	iner der 10 Kräfte eines%} <is>Buddha</is> Buddh. Trigl. <ls>8,b.</ls> <ls>BURNOUF</ls> in <ls>Lot. de la 		
Ueberschr.	10		1	0	1	31. fg.</ls> ({#sAradAsundarI#} fälschlich in der Ueberschr.). <LEND>  <L>108716<pc>7-0953<k1>sAraseya<k2>sA/r		
Unterrschrr.	12		1	0	1	 <ls>R. 3,15</ls> und <ls n="R.">4,59</ls> in den Unterrschrr. <ls>BHĀG. P. 5,8,28.</ls> <ls>PAÑCAR. 1,10,68.</l		
Untersch.	9		1	0	1	RA\ gAva^staRqu\lA ma\SakA\stuzA^H#} ({%Korn%} im Untersch. von {%Kern%}) <ls n="AV.">11,3,5.</ls> <ls>KĀTY. 		
Verb. fin.	10		1	0	1	na ha vE tasmiMSca loke dakziRAmicCanti#} ist das Verb. fin. nicht orthotonirt, ebend. {#na ha#} mit einem pot		
Verbindd.	9		1	0	1	 . Diese Bed. mag sich durch Missverständniss von Verbindd. wie {#KaRqaSaH kalpay#} (im <is>Prākṛt</is> <ls>Ś		
Verff.	6		1	0	1	n="ṚV. 8,66,">2.</ls> <is>Indra's</is> Mütter als Verff. zu <ls>ṚV. 10,153.</ls> <ls>ṚV. ANUKR.</ls> Die h		
Vern.	5		1	0	1	#dvi + raTa#}) <div n="1"> 1) <lex>adj.</lex> (in Vern. mit {#yudDa#}) und <lex>n.</lex> (mit Ergänzung v		
Volksn.	7		1	0	1	 SAlvAdIn#} <ls>R. 4,43,23.</ls> Häufig mit einem Volksn. compon.: {#aparacInAn#} <ls>R. 4,44,14.</ls> u. s		
Vulg.	5		1	0	1	 sUriH sarpAkzI kzutkarI spfhA#} <ls>ŚABDAC.</ls> Vulg. {#kaNkAlikA#} <ls>ŚKDR.</ls> <LEND>  <L>20446<pc>		
Wortm.	6		1	0	1	ITT. PRĀT.</ls> (<ls>Ind. St. 4,245</ls>) ist das Wortm. <LEND>  <L>64464<pc>5-1020<k1>aBinipAta<k2>aBinip		
Zahladvv.	9		1	0	1	ryavant#} <ls>ŚAT. BR. 1,2,3,7.</ls> In Verb. mit Zahladvv. (ob comp.?): {#tristAvantam#} <ls>ŚAT. BR. 11,5,6		
Zahlw.	6		1	0	1	ŚR.">139,1</ls> u.s.w. <div n="2">— d) nach einem Zahlw. {%multiplicirt mit%}: {#dvicaturGnaH#} {%mit zwei		
Zeitww.	7		1	0	1	n="ṚV.">4,12,5.</ls> <div n="2">— c) {%vor%} (bei Zeitww. des {%Schützens, Sichrettens)%}: {#tUrva^tAM narA		
aa.	3	Y	1	0	1	A/#}¦ indecl. Opferformel wie {#svAhA, SaMyu#} u. aa. den Wunsch des Gelingens ausdrückend Comm. zu <ls		
abgedr.	7		1	0	1	s> <ls>GAUḌAPĀDA'S</ls> {#mARqukyopanizatkArikA#} abgedr. in der Bibl. ind. <ls>ĪŚVARAKṚṢṆA'S</ls> {#sAMKya		
abgel.	6		1	0	1	zu <ls>P. 5,2,100</ls> (fälschlich von {#lakzmI#} abgel.). {%mit Mälern —, mit Kennzeichen versehen%} <ls>		
abw.	4		1	0	1	{%schädlich, verderblich%}, acc. {#emuza/m#} (der abw. Acc. beruht wohl auf Missverständniss der Form) <		
acc. ag.	8		1	0	1	4<pc>5-1511<k1>dos<k2>dos {#dos#}¦ <div n="1"> 1) acc. ag. {#dos#} <ls>BHĀG. P. 10,77,15.</ls> <LEND>  <L>76		
accusat.	8		1	0	1	.%} <div n="1">— 2) praep. <div n="2"> a) mit dem accusat. <div n="3"> α) {%auf, über%}: {#tizWA\ raTa\maDi\		
adverbb.	8		1	0	1	t auch die Verbindung von {#kar#} mit zahlreichen adverbb. im Sinne eines loc., z. B. {#agre, amA, Aditas, t		
alleg.	6		1	0	1	div n="1"> 1) {%der einzige, höchste%} {#haMsa#} (alleg. Bez. {%der Seele%}) <ls>ŚAT. BR. 14,7,1,12.</ls> 		
alphab.	7		1	0	1	ls> im <ls>ŚKDR.</ls> u. {#badDarasAla#} . In der alphab. Ordnung wird st. dessen die Form {#cakralatAmra#}		
anderndemonstrr.	16		1	0	1	tA harI^#} <ls n="ṚV.">4,15,8.</ls> Gehäuft neben anderndemonstrr.: {#e\te tye BA\navo^ darSa\tAyA^H#} <ls n="ṚV.">7		
aneig.	6		1	0	1	 2,267.</ls> <div n="1">— 8) {%zu Falle kommen%} (aneig.): {#drohaScyutAnAm#} <ls>PAÑCAT. I,316.</ls> {#kz		
anl.	4		1	0	1	elten anzutreffen; vgl. weiter u. die mit {#uBA#} anl. Zusammenss. <LEND>  <L>12371<pc>1-0994<k1>uBaya<k		
anomal.	7		1	0	1	s> (<ls n="TS.">I,4,1,3,6</ls>). Die Betonung ist anomal. <LEND>  <L>10352<pc>1-0817<k1>ilAy<k2>ilAy {#ilAy		
appos.	6		1	0	1	a#} (sc. {#mokzAt) vijYAnaM SilpaSAstrayoH#} (als appos. von {#anyatra#}) <ls>AK. 1,1,4,15.</ls> {#nAnyatr		
arch.	5		1	0	1	 an Stelle von {#f#} der ersten Klasse auftritt), arch. auch {#arCati#}; nur im praes. potent. imperat. u		
astrolog.	9		1	0	1	} <ls>H. an.</ls> gemeint? <div n="2">— m) {%eine astrolog. Eintheilung der Tage%}; es werden 11 <is>Karaṇa</		
attribut.	9		1	0	1	r eingehen%}; von substt., welche sowohl in einem attribut. als auch in einem prädic. Verhältniss ihr ursprün		
auslaut.	8		1	0	1	<ls>UṆĀDIS. 3,142.</ls> Acc. eines auf {#dalapa#} auslaut. <is>Tatpur</is>. gaṇa {#cUrRAdi#} zu <ls>P. 6,2,1		
ausnahmsw.	10		1	0	1	asvametadeva hi jIvitam ..#} <ls>VIŚV. 3,23.</ls> ausnahmsw. trifft man aber auch neutr. sg.: {#etadeva#} ({#S		
beg.	4		1	0	1	ische Bezeichnung der mit {#Avis#} und {#Avitta#} beg. Formeln in <ls>VS. 10,9.</ls> <ls>ŚAT. BR. 5,3,5,		
beschr.	7		1	0	1	s> <ls>VOP. 3,88.</ls> die auf die klass. Sprache beschr. Form findet sich <ls>ŚAT. BR. 4,5,8,14.</ls> <div		
bespr.	6		1	0	1	f%} <ls>M. 4,221.</ls> <div n="1">— 2) = dem eben bespr. {#aBojyAnna#} <ls>M. 11,152</ls> : {#aBojyAnAM tu		
betr.	5		1	0	1	s%} <ls>VS. 24,16.</ls> {#go#} {%der Erstling des betr. Jahres%} <ls>ŚAT. BR. 2,4,3,13.</ls> <ls n="ŚAT. 		
buddhist.	9		1	0	1	MBH. 3,">14182.</ls> <div n="1">— 4) N. pr. eines buddhist. <is>Bhikṣu</is> <ls>VYUTP. 32.</ls> <ls>LALIT. Ca		
causat.	7		1	0	1	152<k1>aDiropaRa<k2>aDiropaRa {#aDiropaRa#}¦ (vom causat. von {#ruh#} mit {#aDi#}) <lex>n.</lex> {%das Aufs		
causs.	6		1	0	1	eicht auch aus {#kzap#} oder {#kzAp#}, welche als causs. von {#kzi, kziRoti#} der Form nach sich näher an 		
cfr.	4		1	0	1	 recte a <ls>WILSONE</ls> tradi hic locus probat (cfr. {#cIra#} quod proprie esse videtur {%scidula%}). 		
class.	6		1	0	1	, {#tanvAna/; tatA/na, tata/nTa#} und {#teniTa#} (class. <ls>P. 7,2,64</ls>, <ls>Sch.</ls>), {#tatane, tat		
conjunct.	9		1	0	1	in Wort in untergeordneter Stellung%} (z. B. eine conjunct. und ein adv. gegenüber einem verb. fin., das Regi		
coord.	6		1	0	1	cakrame#} <ls>MBH. 1,790.</ls> im comp. mit einem coord. Begriff {%Wasser mit — verbunden%}; der Acut auf 		
correlat.	9		1	0	1	gl. u. 3. <div n="1">— 3) von der Zeit: {%dann%} (correlat. von {#yad, yadi): ata^Sci\dindra\H sada^so\ varI^		
dag.	4		1	0	1	s> <ls n="R.">4,53,25.</ls> <ls>RAGH. 18,12</ls> (dag. falsch {#gfhItum#} <ls>R. 5,2,25.</ls> <ls>HIT. 1		
danom. abstr.	13		1	0	1	s. u. 3. {#i#} mit {#samava#} in den Nachträgen); danom. abstr. {#˚tva#} n. <ls>TARKAS. 22.</ls> <ls>KUSUM. 30,11		
datt.	5		1	0	1	nem Thema {#izi#} besteht, wie {#dfSaye, yuDaye#} datt. zu {#dfS, yuD#} sind. {#te a\smaBya^mi\zaye\ viSv		
defect.	7		1	0	1	rU<k2>brU {#brU#}¦ <ls>DHĀTUP. 24,35.</ls> Verbum defect. <ls>P. 2,4,53.</ls> <ls>VOP. 9,54. fgg.</ls> {#br		
deminn.	7		1	0	1	/ {#aryamika/#}¦, {#a/ryamiya#} und {#aryamila/#} deminn. von {#aryamadatta#} <ls>P. 5,3,84.</ls> <LEND>  <		
demonstratt.	12		1	0	1	 dem Gebrauch von {#id#}; besonders nach praepp., demonstratt., bei {#vE, hi, cid#} und andern: {#udu\ zya de\va		
denominn.	9		1	0	1	ossene Wurzel. <div n="v">— Vgl. die [Page2-0351] denominn. {#Akulay#} und {#saMkulay#}, welche man bis jetzt		
dergen.	7		1	0	1	 'yam — saMgItamiva kurvARaH kokilasyAnukUjati#} (dergen. von {#anu#} abhängig) <ls n="R.">2,96,13.</ls> {#		
deriv.	6		1	0	1	dieser Form auch am Anfange einiger compp. und im deriv. {#idammaya#} . Der nom. fem. {#iyam#} geht ebenfa		
derivv.	7		1	0	1	 aufgef. Form auch am Anf. eines comp. und in den derivv. {#etadIya, etanmaya#} . Der Stamm {#eta#} ist zus		
desselb.	8		1	0	1	2876<pc>3-0612<k1>didyut<k2>didyu/t {#didyu/t#}¦ (desselb. Ursprungs wie {#didyu#}) <ls>P. 3,2,178</ls>, <is		
dies. St.	9		1	0	1	hapateH#} <ls>AIT. BR. 7,1.</ls> <ls>SĀY.</ls> zu dies. St. citirt: {#anUkaM mUtravastiH syAtsAsnetyeke vadan		
diesem.	7		1	0	1	>ŚKDR.</ls> u. {#agradAnika#} gleichbedeutend mit diesem. <LEND>  <L>8004<pc>1-0602<k1>AgrAyaRa<k2>AgrAyaRa		
dist.	5		1	0	1	ls n="ŚĀK.">21,14.</ls> Häufig im Drama vor einem dist., welches eine vorangehende Aeusserung oder Ausdru		
distr.	6		1	0	1	amBamanu#} <ls>NIR. 12,1.</ls> <div n="3">— β) in distr. Bed. am Anfange eines adv. comp.; s. {#anukAlam, 		
distrib.	8		1	0	1	#as#} und {#BU#} mit {#aBi#} . <div n="2">— h) in distrib. Bed. ({#vIpsAyAm#}) <ls>P. 1,4,91.</ls> <ls>VOP. 		
ebd.	4		1	0	1	 <ls>DHĀTUP. 28,17.</ls> {#jarC, jarCa/ti#} dass. ebd. v.l. <div n="v">— Vgl. {#carc#} . <LEND>  <L>2682		
einschl.	8		1	0	1	s> würde aber der ganze Abschnitt von 127 bis 136 einschl. als <is>Kuntāpa</is> — Lieder bezeichnet. <ls>ŚĀṄ		
einz.	5		1	0	1	A<k2>i/qA {#i/qA#}¦ (je nach der Schreibweise der einz. Bücher auch {#iLA, ilA#}) <lex>f.</lex> <div n="1		
elid.	5		1	0	1	 {#a#} in {#avyAt#} u. {#avantu#} angeblich nicht elid. im <is>Veda</is> <ls>P. 6,1,116.</ls> <div n="1">		
ellipt.	7		1	0	1	175</ls> zu; vgl. <ls>ĀŚV. ŚR. 5,12</ls>, wo nach ellipt. Ausdrucksweise das Lied selbst {#arbuda#} heisst.		
encl.	5		1	0	1	pc>1-0588<k1>AkIm<k2>A/kIm {#A/kIm#}¦ (2. {#A#} + encl. {#kIm#}) <ls>NAIGH. 3,12.</ls> <is>gaṇa</is> {#cA		
erkl.	5		1	0	1	Ahyate nayaH kftatIrTaH payasAmivASayaH#} (Schol. erkl. {#kftatIrTaH#} auf {#nayaH#} bezogen durch {#kftA		
euph.	5		1	0	1	1,4,57.</ls> geht mit einem folgenden Vocal keine euph. Veränderung ein <ls n="P.">1,1,14</ls>, Sch. <ls>		
excl.	5		1	0	1	1,1,37.</ls> {%ohne, mit Ausnahme von, bis auf%} (excl.) <ls>AK. 3,5,3.</ls> <ls>H. 1527.</ls> <ls>an. 7,		
explet.	7		1	0	1	ls> noch {#smaraRe#} und {#vAkyapUraRe#} (partic. explet.). <LEND>  <L>40638<pc>4-0305<k1>nUpura<k2>nUpura 		
fehlerh.	8		1	0	1	lex>adj.</lex> <ls>SV. I,1,2,2,10</ls>; wohl eine fehlerh. Variante zu {#aTaryu#} des <ls>ṚV.</ls> <LEND>  <		
femm.	5		1	0	1	{%alle diese Wörter%} (für Sohn) {%bezeichnen als femm. die Tochter%} <ls>AK. 2,6,1,28.</ls> {#AhurnAma t		
fgg. Ww.	8		1	0	1	#} <ls>KATHĀS. 15,103.</ls> <div n="v">— Vgl. die fgg. Ww. <LEND>  <L>10493<pc>1-0845<k1>IdfS<k2>Idf/S {#Idf		
futt.	5		1	0	1	</ls>; {#cakxpe, cAkxpre#} 3. pl. ved.; in beiden futt., im condit. und aor. auch act. <ls>P. 1,3,91</ls>		
geb.	4		1	0	1	s n="VOP. 8,">96</ls>; {#drozyati; adrozyat#}; in geb. Rede auch med. in der späteren Sprache: {#dravate		
gebr.	5		1	0	1	\M hanvo\H pUru^zasya#} <ls>AV. 10,2,8.</ls> Bes. gebr. vom Feuer: {%was auf eine Schicht, einen Unterbau		
geder.	6		1	0	1	P. 58,72.</ls> <ls>PAÑCAR. 4,3,1</ls> ({#sAmyet#} geder.). {#divyam#} (sc. {#vEkftam#}) <ls>VARĀH. BṚH. S.		
gehör.	6		1	0	1	iv n="2">— b) N. pr. eines zu den <is>Yādava</is> gehör. Volksstammes, welcher auf <is>Kaiśika</is>, einen		
genit.	6		1	0	1	</ls> <ls n="VOP.">16,3.</ls> {#pratijahru/zas#} (genit.); {#grahIzyati, ˚te#} (<ls>P. 7,2,37.</ls> <ls>MB		
genitt.	7		1	0	1	<ls n="ṚV.">4,34,4.</ls> öfters in Verbindung mit genitt. von {#ahan#} {%jetzt am Tage, heute am Tage, heut		
gespr.	6		1	0	1	Oxf. H. 296,a, No. 718.</ls> vgl. {#lazamAdevI#} (gespr. {#laKamA˚#}) in einer Inschr. in <ls>Journ. of th		
gezwung.	8		1	0	1	s> <ls n="AV.">9,7,18.</ls> u.s.w. (m. nur in der gezwung. Verbind. <ls>AV. 9,65,3</ls> : {#tasmA^ a\Bro Bav		
imperson.	9		1	0	1	twa {#DArmikaH#} zu lesen, oder ist {#glAti#} als imperson. wie {%taedet%} aufzufassen? {%contristare%} <ls>W		
incomp.	7		1	0	1	katvapfTaktvayoH#} <ls>MBH. 12,12028.</ls> Häufig incomp. mit dem Objecte: {#aDyAyajYa#} <ls>M. 4,102.</ls>		
instrans.	9		1	0	1	M.">9,276.</ls> pass. {%zerbrechen, zerreissen%} (instrans.): {#yadi raTANgaM SIryeta cCidyeta vA#} <ls>ŚĀṄKH		
interrogatt.	12		1	0	1	. 15,1055.</ls> <div n="1">— 3) in Verbindung mit interrogatt.: {#kimivecCanpunarAgamaH#} {%was wohl?%} <ls>CHĀN		
interrogg.	10		1	0	1	} . In der klass. Sprache ist {#cid#} ausser nach interrogg. nur noch nach {#jAtu#} (s. d.) anzutreffen. <div 		
körperl.	8		1	0	1	haben, ausgezeichnet%}: {#UrjitAH#} (wohl von der körperl. {%Fülle%}) {#kiMnAryo yakzakanyASca#} <ls>HARIV. 		
mannigf.	8		1	0	1	n befinden, anhalten, dauern%}; die Ergänzung ist mannigf. Art: <div n="2"> a) ein mit dem praed. congruiren		
math.	5		1	0	1	a {#vizamacakravAla#}¦ <lex>n.</lex> {%Ellipse%} (math.) <ls>Ind. St. 10,274.</ls> <LEND>  <L>93781<pc>6-		
meton.	6		1	0	1	>MBH. 12,4375.</ls> <div n="2">— c) {%Saite%} und meton. {%Saitenspiel%} <ls>H. 288.</ls> <ls>H. an.</ls> 		
metonym.	8		1	0	1	a^H#} <ls n="ṚV.">1,135,8.</ls> An beiden Stellen metonym. für {%ein Gefäss aus dem Holze dieses Baumes.%} {		
metronn.	8		1	0	1	<ls>P. 4,1,127</ls> bildet man von {#kulawA#} die metronn. {#kOlaweya#} und {#kOlawineya#}, nach dem Schol. 		
mineral.	8		1	0	1	.</ls> <ls>MED.</ls> <div n="1">— 3) {%eine best. mineral. Substanz%} ({#tApya#}) <ls>H. an.</ls> <ls>MED.</		
