* 05881	VOP.	VOPADEVA'S Grammatik, nach BÖHTLINGK'S A
VOP. 26,11. 2
VOP. 8,128. 2
VOP. 17,1. 2
VOP. 26,36. 2
VOP. 26,36. 2
VOP. 6,72. 2
VOP. 4,30. 2
VOP. 4,6. 2
VOP. 5,21. 2
VOP. 5,30. 2
VOP. 6,72. 2
VOP. 6,97. 2
VOP. 6,18. 2
VOP. 6,25. 2
VOP. 6,43. 2
VOP. 3,95. 2
VOP. 6,18. 2
VOP. 6,37. 2
VOP. 6,56 2
VOP. 3,50. fgg. 2
VOP. 4,26. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 6,5. 2
VOP. 8,40. 2
VOP. 8,1. 2
VOP. 23,11. 2
VOP. 26,78. 2
VOP. 26,16. 2
VOP. 7,42. 2
VOP. 6,61. 2
VOP. 6,13. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 3,150. 2
VOP. 3,164. 2
VOP. 25,28. 2
VOP. 6,97. 2
VOP. 26,11. 2
VOP. 21,17. 2
VOP. 8,102. 2
VOP. 8,102. 2
VOP. 26,193. 2
VOP. 8,33. 2
VOP. 6,72. 2
VOP. 26,44. 2
VOP. 7,49. 2
VOP. 6,97. 2
VOP. 6,61. 2
VOP. 4,15. 2
VOP. 7,90. 2
VOP. 21,16. 2
VOP. 8,70. 2
VOP. 8,126 2
VOP. 8,126. 2
VOP. 20,2. 2
VOP. 20,5. 2
VOP. 8,45. 2
VOP. 8,107. 2
VOP. 8,126. 2
VOP. 8,45. 2
VOP. 8,126. 2
VOP. 7,110. 2
VOP. 26,83. 2
VOP. 26,85. 2
VOP. 26,83. 2
VOP. 26,85. 2
VOP. 26,83. 2
VOP. 26,85. 2
VOP. 6,61. 2
VOP. 7,110. 2
VOP. 26,149. 2
VOP. 6,98. 2
VOP. 26,81. 2
VOP. 8,125. 2
VOP. 15,1. 2
VOP. 8,128. 2
VOP. 19,8. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 7,49. 2
VOP. 8,21. 2
VOP. 6,72 2
VOP. 6,79. 2
VOP. 26,44. 2
VOP. 2,20. 2
VOP. 7,91. 2
VOP. 6,97. 2
VOP. 6,97. 2
VOP. 6,85. 2
VOP. 7,38. 2
VOP. 6,97. 2
VOP. 6,97. 2
VOP. 1,8. 2
VOP. 3,9. 2
VOP. 6,13. 2
VOP. 5,10. 2
VOP. 5,23. 2
VOP. 1,4. 2
VOP. 6,65. 2
VOP. 26,171. 2
VOP. 26,186. 2
VOP. 6,72. 2
VOP. 5,7. 2
VOP. 7,90. 2
VOP. 25,23. 2
VOP. 26,17. fg. 2
VOP. 26,170. 2
VOP. 3,134. 2
VOP. 1,4. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,71. 2
VOP. 6,4 2
VOP. 1,1. 2
VOP. 21,4. 2
VOP. 6,70. 2
VOP. 6,58. 2
VOP. 26,10. 2
VOP. 26,11. 2
VOP. 6,61. 2
VOP. 25,22. 2
VOP. 4,15. 2
VOP. 26,101. 2
VOP. 5,23. 2
VOP. 3,34. 2
VOP. 3,3. 2
VOP. 3,3. 2
VOP. 25,31. 2
VOP. 21,17. 2
VOP. 26,19. 2
VOP. 25,17. 2
VOP. 1,8. 2
VOP. 26,168. 2
VOP. 26,19. 2
VOP. 26,171. 2
VOP. 26,171, v. l. 2
VOP. 26,81. 2
VOP. 2,32. 2
VOP. 8,93. 2
VOP. 8,91. fg. 2
VOP. 8,91. fg. 2
VOP. 8,57. 2
VOP. 8,93. 2
VOP. 26,16. 2
VOP. 26,47. 2
VOP. 26,192. 2
VOP. 26,41. 2
VOP. 6,64. 2
VOP. 6,45. 2
VOP. 26,33. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 8,62. 2
VOP. 8,77. 2
VOP. 13,4. 2
VOP. 8,77. 2
VOP. 13,4. 2
VOP. 23,22. 2
VOP. 8,76. 2
VOP. 8,97. 2
VOP. 8,43. 2
VOP. 23,55. fg. 2
VOP. 26,68. 2
VOP. 3,9. 2
VOP. 26,60. 2
VOP. 4,6. 2
VOP. 26,57. 2
VOP. 7,97. 2
VOP. 5,7. 2
VOP. 7,99. 2
VOP. 7,109 2
VOP. 7,100. 2
VOP. 26,79. 2
VOP. 6,46. 2
VOP. 6,38. fg. 2
VOP. 6,97. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 6,98. 2
VOP. 26,169. 2
VOP. 6,5. 2
VOP. 6,97. 2
VOP. 3,65. 2
VOP. 6,98. 2
VOP. 26,69. 2
VOP. 26,135. 2
VOP. 8,79. 2
VOP. 8,125. 2
VOP. 19,17. 2
VOP. 5,15. 2
VOP. 8,45. 2
VOP. 8,126. 2
VOP. 8,45. 2
VOP. 8,125. 2
VOP. 8,45. 2
VOP. 8,125. 2
VOP. 18,1. v. l. 2
VOP. 3,34. 2
VOP. 5,10. 2
VOP. 6,17. 2
VOP. 6,61. 2
VOP. 6,17. 2
VOP. 6,61. 2
VOP. 6,72. 2
VOP. 4,30. 2
VOP. 26,169. 2
VOP. 26,142. 2
VOP. 23,41. 2
VOP. 4,30. 2
VOP. 26,12. 2
VOP. 26,66. fg. 2
VOP. 11,3. 2
VOP. 8,87. 2
VOP. 11,3. 2
VOP. 8,85. 2
VOP. 11,3. 2
VOP. 26,119. 2
VOP. 18,6. 2
VOP. 20,4. 2
VOP. 8,45. 2
VOP. 11,3. 2
VOP. 8,22. 2
VOP. 8,45. 2
VOP. 11,3. 2
VOP. 26,176. 2
VOP. 6,58. 2
VOP. 7,85. 2
VOP. 15,5. 2
VOP. 5,29. 2
VOP. 6,61. 2
VOP. 26,35. 2
VOP. 26,35. 2
VOP. 26,44. 2
VOP. 26,185. 2
VOP. 26,20. 2
VOP. 21,16. 2
VOP. 7,56. 2
VOP. 7,56. 2
VOP. 5,29. 2
VOP. 7,15. 2
VOP. 23,54. 2
VOP. 23,32. 2
VOP. 7,24. 2
VOP. 6,8. 2
VOP. 5,2. 2
VOP. 26,11. 2
VOP. 6,76. 2
VOP. 26,46. 2
VOP. 7,21. 2
VOP. 25,17. 2
VOP. 26,11. 2
VOP. 5,30. 2
VOP. 7,11. 2
VOP. 7,19. 2
VOP. 1,4. 2
VOP. 3,42. 2
VOP. 2,13. 2
VOP. 26,154 2
VOP. 26,35. 2
VOP. 23,25. 2
VOP. 26,94. 2
VOP. 13,1. 2
VOP. 8,91. 2
VOP. 13,1. 2
VOP. 19,17. 2
VOP. 8,45. 2
VOP. 13,1. 2
VOP. 8,45. 2
VOP. 20,4. 2
VOP. 5,4. 2
VOP. 25,6. 2
VOP. 8,46. 2
VOP. 8,45. 2
VOP. 26,220. 2
VOP. 8,45. 2
VOP. 24,8. 2
VOP. 26,20. 2
VOP. 3,9. 2
VOP. 4,28. 2
VOP. 2,13. 2
VOP. 4,3. 2
VOP. 11,1. 2
VOP. 11,1. 2
VOP. 8,45. 2
VOP. 8,45. 2
VOP. 18,1 2
VOP. 26,172. 2
VOP. 12, 2
VOP. 11,1. 2
VOP. 12, 2
VOP. 8,45. 2
VOP. 12, 2
VOP. 13,1. 2
VOP. 8,45. 2
VOP. 13,1. 2
VOP. 9,39. 2
VOP. 9,40. 2
VOP. 8,40. 2
VOP. 8,46. 2
VOP. 11,5. 2
VOP. 26,88. 2
VOP. 5,29. 2
VOP. 8,95. 2
VOP. 1,8. 2
VOP. 6,88 2
VOP. 7,23. 2
VOP. 7,23. 2
VOP. 26,197. 2
VOP. 24,8. 2
VOP. 6,14. 2
VOP. 26,64. 2
VOP. 7,91. 2
VOP. 21,10. 2
VOP. 3,61. 2
VOP. 2,36. 2
VOP. 6,87. 2
VOP. 26,68. 2
VOP. 9,55 2
VOP. 6,29. 2
VOP. 3,61. 2
VOP. 3,151. 2
VOP. 26,186. 2
VOP. 26,69. 2
VOP. 26,199. 2
VOP. 26,199. 2
VOP. 5,26. 2
VOP. 26,68. 2
VOP. 6,28. 2
VOP. 26,199. 2
VOP. 3,82. 2
VOP. 3,58. fg. 2
VOP. 3,96. 2
VOP. 3,145. 2
VOP. 6,31. 2
VOP. 7,2. 2
VOP. 7,18. 2
VOP. 26,198. 2
VOP. 3,151. 2
VOP. 26,69. 2
VOP. 6,26. 2
VOP. 6,13. 2
VOP. 26,62. 2
VOP. 26,63. 2
VOP. 26,63. 2
VOP. 3,65. 2
VOP. 3,82. 2
VOP. 3,76. 2
VOP. 3,82. 2
VOP. 6,61. 2
VOP. 4,17. 2
VOP. 4,17. 2
VOP. 6,27. 2
VOP. 3,134. 2
VOP. 6,87. 2
VOP. 6,88. 2
VOP. 3,82. 2
VOP. 3,96. 2
VOP. 3,65. 2
VOP. 3,165. 2
VOP. 3,156. 2
VOP. 3,148. 2
VOP. 26,69. 2
VOP. 3,58. 2
VOP. 6,25. 2
VOP. 4,17. 2
VOP. 3,153. 2
VOP. 6,75. 2
VOP. 26,219. 2
VOP. 23,19. 2
VOP. 23,25. 2
VOP. 20,1. 2
VOP. 20,3. 2
VOP. 4,7. 2
VOP. 20,1. 2
VOP. 20,3. 2
VOP. 26,88. fg. 2
VOP. 26,20. 2
VOP. 4,24. 2
VOP. 7,88. 2
VOP. 26,157. 2
VOP. 26,150. 2
VOP. 8,43. 2
VOP. 26,149. 2
VOP. 8,118. 2
VOP. 8,45. 2
VOP. 8,118. 2
VOP. 8,45. 2
VOP. 8,118. 2
VOP. 8,118. 2
VOP. 8,45. 2
VOP. 8,118. 2
VOP. 26,172. 2
VOP. 6,98. 2
VOP. 5,35. 2
VOP. 26,69. 2
VOP. 7,1. 2
VOP. 7,5. 2
VOP. 7,2. 2
VOP. 7,7. 2
VOP. 7,19. 2
VOP. 4,12. 2
VOP. 7,22. 2
VOP. 4,12. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 6,14. 2
VOP. 7,1. 2
VOP. 7,4. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 7,19. 2
VOP. 26,203. 2
VOP. 20,7. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 16,1. 2
VOP. 8,98. 2
VOP. 16,1. 2
VOP. 16,1. 2
VOP. 16,1. 2
VOP. 16,1. 2
VOP. 18,24. 2
VOP. 4,17. 2
VOP. 26,54. 2
VOP. 26,54. 2
VOP. 26,166. 2
VOP. 16,1. 2
VOP. 8,38. 2
VOP. 18,1. 2
VOP. 3,170. 2
VOP. 8,45. 2
VOP. 16,1. 2
VOP. 8,45. 2
VOP. 18,1. 2
VOP. 26,48. 2
VOP. 12,2. 2
VOP. 12,3. 2
VOP. 12,2. 2
VOP. 12,3. 2
VOP. 8,43. 2
VOP. 18,2. 2
VOP. 26,25. 2
VOP. 9,53. 2
VOP. 9,53. 2
VOP. 8,57. 2
VOP. 9,53. 2
VOP. 8,79. 2
VOP. 9,53. 2
VOP. 8,96. 2
VOP. 9,53. 2
VOP. 9,53. 2
VOP. 25,30. 2
VOP. 24,2. 2
VOP. 24,3. 2
VOP. 19,17. 2
VOP. 8,45. 2
VOP. 9,53. 2
VOP. 21,17. 2
VOP. 8,45. 2
VOP. 9,53. 2
VOP. 5,26. 2
VOP. 26,17. 2
VOP. 26,25. 2
VOP. 16,1. 2
VOP. 8,45. 2
VOP. 8,108. 2
VOP. 9,39. 2
VOP. 12,2. 2
VOP. 7,68. 2
VOP. 26,25. 2
VOP. 26,100. 2
VOP. 26,100. 2
VOP. 7,49. 2
VOP. 3,20. 2
VOP. 3,81. fg. 2
VOP. 7,49. 2
VOP. 6,8. 2
VOP. 4,1. 2
VOP. 7,12. 2
VOP. 4,26. 2
VOP. 7,56. 2
VOP. 7,56. 2
VOP. 8,70. 2
VOP. 8,25. 2
VOP. 8,85. 2
VOP. 10,11. 2
VOP. 5,15. 2
VOP. 23,8. 2
VOP. 5,7. 2
VOP. 23,8. 2
VOP. 18,9. 2
VOP. 5,15. 2
VOP. 19,17. 2
VOP. 20,4. 2
VOP. 5,2. 2
VOP. 26,129. 2
VOP. 23,8. 2
VOP. 23,8. 2
VOP. 3,170. 2
VOP. 23,9. 2
VOP. 23,9. 2
VOP. 23,9. 2
VOP. 23,9. 2
VOP. 23,10. fgg. 2
VOP. 23,11. 2
VOP. 23,12. 2
VOP. 23,1. 2
VOP. 23,11. 2
VOP. 23,11. 2
VOP. 23,10. 2
VOP. 23,13. 2
VOP. 8,45. 2
VOP. 8,87. 2
VOP. 23,8. 2
VOP. 23,8. 2
VOP. 23,8. 2
VOP. 4,8. 2
VOP. 3,20. 2
VOP. 1,4. 2
VOP. 1,4. 2
VOP. 2,5. 2
VOP. 26,29. 2
VOP. 26,146. 2
VOP. 26,156. 2
VOP. 26,144. 2
VOP. 26,119. 2
VOP. 4,1. 2
VOP. 8,14. 2
VOP. 5,3. 2
VOP. 26,62. 2
VOP. 26,63. 2
VOP. 7,56. 2
VOP. 7,56. 2
VOP. 8,106. 2
VOP. 5,28. 2
VOP. 18,23. 2
VOP. 3,101. 2
VOP. 8,60. 2
VOP. 8,69. 2
VOP. 9,11. 2
VOP. 24,12. 2
VOP. 19,15. 2
VOP. 3,39. 2
VOP. 3,95. 2
VOP. 3,101. 2
VOP. 23,24. 2
VOP. 8,76. 2
VOP. 13,4. 2
VOP. 5,15. 2
VOP. 26,114. 2
VOP. 26,114. 2
VOP. 3,134. 2
VOP. 3,149. 2
VOP. 26,164. 2
VOP. 26,148. 2
VOP. 26,192. 2
VOP. 18,17. 2
VOP. 28,96, v. l. 2
VOP. 8,46. 2
VOP. 8,115. 2
VOP. 26,115. 2
VOP. 18,11. 2
VOP. 26,174. 2
VOP. 26,174. 2
VOP. 7,56. 2
VOP. 26,115. 2
VOP. 18,17. 2
VOP. 8,98. 2
VOP. 13,6. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 13,6. 2
VOP. 13,6. 2
VOP. 7,56. 2
VOP. 7,4. 2
VOP. 7,18. 2
VOP. 26,174. 2
VOP. 7,4. 2
VOP. 5,5. 2
VOP. 25,2. 2
VOP. 26,219. 2
VOP. 25,29. 2
VOP. 18,2. 2
VOP. 23,38. 2
VOP. 23,57. 2
VOP. 20,4. 2
VOP. 5,13. 2
VOP. 9,15. 2
VOP. 25,29. 2
VOP. 25,30. 2
VOP. 8,43. 2
VOP. 19,7. 2
VOP. 18,18 2
VOP. 26,183. 2
VOP. 26,158. 2
VOP. 26,203. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 8,121. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 26,174. 2
VOP. 8,126 2
VOP. 20,12. 2
VOP. 8,134. 2
VOP. 7,29. 2
VOP. 7,29. 2
VOP. 3,134. 2
VOP. 3,163. 2
VOP. 26,71. 2
VOP. 21,14. 2
VOP. 26,41. 2
VOP. 3,106. 2
VOP. 3,153. 2
VOP. 8,57. 2
VOP. 8,96. 2
VOP. 8,86. 2
VOP. 8,96. 2
VOP. 22,2. 2
VOP. 19,15. 2
VOP. 21,14. 2
VOP. 21,14. 2
VOP. 26,71. 2
VOP. 26,75 2
VOP. 21,7. 2
VOP. 3,9. 2
VOP. 3,12. 2
VOP. 3,37. 2
VOP. 6,13. 2
VOP. 3,9. 2
VOP. 5,13. 2
VOP. 21,4. 2
VOP. 4,7. 2
VOP. 7,3. 2
VOP. 8,102. 2
VOP. 8,106. 2
VOP. 8,106. 2
VOP. 8,106. 2
VOP. 8,107. 2
VOP. 8,43. 2
VOP. 19,17. 2
VOP. 5,16 2
VOP. 7,3. 2
VOP. 8,127. 2
VOP. 8,45. 2
VOP. 8,127. 2
VOP. 26,113. 2
VOP. 8,127. 2
VOP. 8,127. 2
VOP. 8,25. 2
VOP. 8,147. 2
VOP. 8,43. 2
VOP. 8,134 2
VOP. 9,27. 2
VOP. 8,124. 2
VOP. 18,5. 2
VOP. 19,6. 2
VOP. 8,120. 2
VOP. 19,17. 2
VOP. 20,12. 2
VOP. 8,98. 2
VOP. 9,27. 2
VOP. 8,98. 2
VOP. 8,98. 2
VOP. 9,27. 2
VOP. 3,168. 2
VOP. 26,180. 2
VOP. 26,161. 2
VOP. 24,8. 2
VOP. 26,168. 2
VOP. 3,65. 2
VOP. 8,46. 2
VOP. 8,90. 2
VOP. 8,46. 2
VOP. 19,8. 2
VOP. 13,14 2
VOP. 3,17. 2
VOP. 7,4. 2
VOP. 7,4. 2
VOP. 25,6. 2
VOP. 3,66. 2
VOP. 5,16. 2
VOP. 7,3. 2
VOP. 4,17. 2
VOP. 7,3. 2
VOP. 7,4. 2
VOP. 7,4. 2
VOP. 26,111 2
VOP. 21,16. 2
VOP. 7,32. fg. 2
VOP. 5,29. 2
VOP. 21,7. 2
VOP. 5,16. 2
VOP. 8,43. 2
VOP. 26,104 2
VOP. 19,17. 2
VOP. 21,1. 2
VOP. 4,17. 2
VOP. 2,10. 2
VOP. 3,143. 2
VOP. 26,33. 2
VOP. 4,15. 2
VOP. 26,16. 2
VOP. 26,23. 2
VOP. 9,1. 2
VOP. 9,8. 2
VOP. 9,10. 2
VOP. 26,134. 2
VOP. 8,90. 2
VOP. 9,10. 2
VOP. 24,3. 2
VOP. 24,5. 2
VOP. 3,153. 2
VOP. 8,22. 2
VOP. 18,25. 2
VOP. 19,3. 2
VOP. 20,17. 2
VOP. 20,9. 2
VOP. 20,8. 2
VOP. 23,55. fg. 2
VOP. 23,19. 2
VOP. 23,17. 2
VOP. 23,18. 2
VOP. 24,12. 2
VOP. 26,140. 2
VOP. 8,22. 2
VOP. 9,7. 2
VOP. 21,17, v. l. 2
VOP. 8,22. 2
VOP. 9,7. 2
VOP. 9,10. 2
VOP. 21,17. 2
VOP. 3,111. 2
VOP. 26,30. 2
VOP. 8,71. 2
VOP. 8,132. 2
VOP. 5,5. 2
VOP. 23,55 2
VOP. 23,7. 2
VOP. 6,33. 2
VOP. 25,1. 2
VOP. 5,7. 2
VOP. 4,27. 2
VOP. 26,129. 2
VOP. 4,13. 2
VOP. 26,113. 2
VOP. 26,113. 2
VOP. 5,7. 2
VOP. 26,20. 2
VOP. 21,17. 2
VOP. 7,35. 2
VOP. 2,13. 2
VOP. 23,55. fg. 2
VOP. 6,33. 2
VOP. 6,31. 2
VOP. 6,78. 2
VOP. 15,5. 2
VOP. 10,4. 2
VOP. 10,12. 2
VOP. 10,5. 2
VOP. 9,31. 2
VOP. 10,5. 2
VOP. 10,5. 2
VOP. 10,7. 2
VOP. 10,6. 2
VOP. 8,85. 2
VOP. 10,7. 2
VOP. 26,211. 2
VOP. 26,212. 2
VOP. 3,145. 2
VOP. 26,61. 2
VOP. 20,4. 2
VOP. 20,18. 2
VOP. 5,7. 2
VOP. 26,184. 2
VOP. 26,40 2
VOP. 4,14 2
VOP. 26,40 2
VOP. 26,191. 2
VOP. 24,13. 2
VOP. 3,43. 2
VOP. 12,4. 2
VOP. 18,1. 2
VOP. 8,22. 2
VOP. 12,3. 2
VOP. 14,3. 2
VOP. 25,17. 2
VOP. 11,3. 2
VOP. 26,158. 2
VOP. 5,23 2
VOP. 3,144. 2
VOP. 5,16. 2
VOP. 6,62. 2
VOP. 26,174. 2
VOP. 4,26. 2
VOP. 5,7. 2
VOP. 10,1. 2
VOP. 10,2 2
VOP. 10,2. 2
VOP. 10,3. 2
VOP. 10,3. 2
VOP. 19,5. 2
VOP. 3,65. 2
VOP. 26,183. 2
VOP. 5,28. 2
VOP. 3,39. 2
VOP. 3,89. 2
VOP. 5,2. 2
VOP. 5,26. 2
VOP. 26,166. 2
VOP. 18,3. 2
VOP. 26,185. 2
VOP. 25,17. 2
VOP. 7,19. 2
VOP. 6,14. 2
VOP. 21,7. 2
VOP. 21,7 2
VOP. 3,65. 2
VOP. 6,5. 2
VOP. 5,15. 2
VOP. 18,23. 2
VOP. 7,10. 2
VOP. 7,56. 2
VOP. 7,56. 2
VOP. 21,13, v. l. 2
VOP. 10,3. 2
VOP. 10,3. 2
VOP. 26,98. 2
VOP. 18,8. 2
VOP. 3,80. 2
VOP. 26,118. 2
VOP. 8,88. 2
VOP. 8,89. 2
VOP. 8,90. 2
VOP. 18,23. 2
VOP. 8,140. 2
VOP. 8,91. 2
VOP. 8,139. 2
VOP. 18,6. 2
VOP. 5,5 2
VOP. 19,1. 2
VOP. 23,24. 2
VOP. 23,33. 2
VOP. 23,33. 2
VOP. 23,33. 2
VOP. 23,33. 2
VOP. 7,89. 2
VOP. 8,126. 2
** (290) VOP. with 0 numeric parameters 
** (64) VOP. with OTHER parameters 
VOP. 3,157—159. ? <ls n="VOP. 3,">157—159.</ls>
VOP. 3,104-106. ? <ls>VOP. 3,104-106.</ls>
VOP. 3,107-109. ? <ls>VOP. 3,107-109.</ls>
VOP. 3,37, Śl. 3. ? <ls n="VOP.">3,37, Śl. 3.</ls>
VOP. 3,138-145. ? <ls n="VOP. 3,">138-145.</ls>
VOP. p. 175. ? <ls>VOP. p. 175.</ls>
VOP. 3,126-132. ? <ls n="VOP. 3,">126-132.</ls>
VOP. 3,107-109. 153. ? <ls n="VOP.">3,107-109. 153.</ls>
VOP. 8. 21. ? <ls>VOP. 8. 21.</ls>
VOP. 9,46—49. ? <ls n="VOP.">9,46—49.</ls>
VOP. 3,119—121. ? <ls>VOP. 3,119—121.</ls>
VOP. 7,81-84. ? <ls>VOP. 7,81-84.</ls>
VOP. a. a. O. ? <ls>VOP. a. a. O.</ls>
VOP. p. 176. ? <ls>VOP. p. 176.</ls>
VOP. p. 176. ? <ls>VOP. p. 176.</ls>
VOP. S. 175 ? <ls>VOP. S. 175</ls>
VOP. S. 175. ? <ls>VOP. S. 175.</ls>
VOP. S. 156. ? <ls>VOP. S. 156.</ls>
VOP. S. 175. ? <ls>VOP. S. 175.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. 19,8—10. ? <ls>VOP. 19,8—10.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. 3,161—163. ? <ls>VOP. 3,161—163.</ls>
VOP. 24,10—12. ? <ls>VOP. 24,10—12.</ls>
VOP. S. 176 ? <ls>VOP. S. 176</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 1. ? <ls>VOP. S. 1.</ls>
VOP. 3,119-121. ? <ls>VOP. 3,119-121.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. 46. 117. ? <ls n="VOP.">46. 117.</ls>
VOP. 25. 1,5,26. ? <ls>VOP. 25. 1,5,26.</ls>
VOP. 26. 186. ? <ls>VOP. 26. 186.</ls>
VOP. 21. 8. ? <ls>VOP. 21. 8.</ls>
VOP. 3,114-117 ? <ls>VOP. 3,114-117</ls>
VOP. 4,12). ? <ls>VOP. 4,12).</ls>
VOP. 3,77. fg. 9,25. ? <ls>VOP. 3,77. fg. 9,25.</ls>
VOP. 8,76. fg. 13,4. ? <ls>VOP. 8,76. fg. 13,4.</ls>
VOP. 104. 109. ? <ls n="VOP.">104. 109.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. 19. 16. 26,207. ? <ls>VOP. 19. 16. 26,207.</ls>
VOP. 6,9 Anf. ? <ls n="VOP.">6,9 Anf.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. 7,27. S. 176. ? <ls>VOP. 7,27. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. 25,11—14. ? <ls>VOP. 25,11—14.</ls>
VOP. S. 175. ? <ls>VOP. S. 175.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. vor 6,34. ? <ls>VOP. vor 6,34.</ls>
VOP. 3,37, Śl. 1. ? <ls>VOP. 3,37, Śl. 1.</ls>
VOP. Einl. ? <ls>VOP. Einl.</ls>
VOP. 3,37, Śl. 3. ? <ls>VOP. 3,37, Śl. 3.</ls>
VOP. 11,1. partic. ? <ls n="VOP.">11,1. partic.</ls>
VOP. 8,46. 12, Anf. ? <ls n="VOP.">8,46. 12, Anf.</ls>
VOP. S. 176. ? <ls>VOP. S. 176.</ls>
VOP. ebend. 36. ? <ls>VOP. ebend. 36.</ls>
VOP. vor 3,165. ? <ls>VOP. vor 3,165.</ls>
VOP. 5,143, Śl. 1. ? <ls>VOP. 5,143, Śl. 1.</ls>
** (13) VOP. with 1 numeric parameters 
VOP. 1. 1 <ls>VOP. 1.</ls>
VOP. 14. 1 <ls>VOP. 14.</ls>
VOP. 176. 1 <ls>VOP. 176.</ls>
VOP. 8 1 <ls>VOP. 8</ls>
VOP. 5. 1 <ls n="VOP.">5.</ls>
VOP. 4. 1 <ls n="VOP.">4.</ls>
VOP. 176. 1 <ls>VOP. 176.</ls>
VOP. 1. 1 <ls n="VOP.">1.</ls>
VOP. 13 1 <ls n="VOP.">13</ls>
VOP. 12 1 <ls>VOP. 12</ls>
VOP. 16 1 <ls>VOP. 16</ls>
VOP. 2 1 <ls>VOP. 2</ls>
VOP. 60. 1 <ls n="VOP.">60.</ls>
** (0) VOP. with 3 numeric parameters 
** (0) VOP. with 4 numeric parameters 
